time,temperature_2m,rain (mm),precipitation (mm),relative_humidity_2m,wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_100m,apparent_temperature,weather_code
2023-02-13T00:00,7.2,0,0,76,4,3.3,264,5,0
2023-02-13T01:00,7.1,0,0,67,2.9,2.2,279,4.7,0
2023-02-13T02:00,7.1,0,0,62,4,3.7,169,4.5,0
2023-02-13T03:00,6.9,0,0,62,4,4.1,165,4.2,0
2023-02-13T04:00,6.8,0,0,63,1.8,0.7,270,4.5,0
2023-02-13T05:00,6.9,0,0,62,3.6,4.5,166,4.2,0
2023-02-13T06:00,7.2,0,0,63,2.6,3.3,103,4.7,0
2023-02-13T07:00,8.8,0,0,60,4.8,5,120,6.2,0
2023-02-13T08:00,12.9,0,0,53,1.9,3.1,111,11.1,0
2023-02-13T09:00,15,0,0,47,2.7,2.9,30,13.2,0
2023-02-13T10:00,17,0,0,43,4.2,4.3,336,15.3,0
2023-02-13T11:00,18.5,0,0,39,6.4,7.4,331,17.1,0
2023-02-13T12:00,19.8,0,0,36,7.2,8.7,330,18.5,0
2023-02-13T13:00,20.6,0,0,33,8,10,322,19,0
2023-02-13T14:00,20.7,0,0,31,9.2,12.5,321,18.1,0
2023-02-13T15:00,19.7,0,0,33,9.3,12.9,324,16.7,0
2023-02-13T16:00,18,0,0,39,8.2,11.8,322,15.3,0
2023-02-13T17:00,15.1,0,0,58,6.9,8.9,333,13.3,0
2023-02-13T18:00,13.4,0,0,66,4.7,8.2,319,12,0
2023-02-13T19:00,12.5,0,0,67,3.6,4.8,318,11.1,0
2023-02-13T20:00,11.2,0,0,73,3.1,3,284,9.9,0
2023-02-13T21:00,9.9,0,0,80,1.9,2.4,297,8.8,0
2023-02-13T22:00,9.3,0,0,81,1.4,0.8,27,8.1,0
2023-02-13T23:00,8.7,0,0,83,2.6,4.5,104,7.3,0
2023-02-14T00:00,7.9,0,0,87,3.3,4.7,113,6.3,0
2023-02-14T01:00,7.2,0,0,89,4,4.1,128,5.5,0
2023-02-14T02:00,6.6,0,0,91,5.1,5.4,143,4.7,0
2023-02-14T03:00,6.2,0,0,92,4.7,5,150,4.2,0
2023-02-14T04:00,5.9,0,0,92,4.4,4.1,165,3.9,0
2023-02-14T05:00,5.6,0,0,95,4.7,4.8,167,3.7,0
2023-02-14T06:00,5.8,0,0,93,4.4,3.8,163,3.8,0
2023-02-14T07:00,7.5,0,0,85,3.6,1.8,169,5.8,0
2023-02-14T08:00,12.2,0,0,62,1.1,1.6,117,10.8,0
2023-02-14T09:00,14.3,0,0,55,2.9,3.3,6,12.7,0
2023-02-14T10:00,16.2,0,0,50,5.1,5.8,353,14.6,0
2023-02-14T11:00,17.8,0,0,46,7.1,8.7,343,16.6,0
2023-02-14T12:00,18.7,0,0,42,8.9,11.4,325,17.4,0
2023-02-14T13:00,19,0,0,41,10.8,14.6,322,17.1,0
2023-02-14T14:00,18.8,0,0,41,10.7,14.8,319,16.3,0
2023-02-14T15:00,18.1,0,0,42,9.5,13.3,322,15.5,0
2023-02-14T16:00,17.1,0,0,46,8.5,11.8,322,14.7,1
2023-02-14T17:00,14.5,0,0,67,6.3,10.8,334,13.1,0
2023-02-14T18:00,13.2,0,0,73,5.5,9.1,326,12,1
2023-02-14T19:00,13.6,0,0,60,3.8,6.9,321,12,0
2023-02-14T20:00,13,0,0,61,1.9,3.5,336,11.7,1
2023-02-14T21:00,10.7,0,0,77,2.8,2,45,9.5,0
2023-02-14T22:00,10.1,0,0,76,2.7,4.9,107,8.7,0
2023-02-14T23:00,9.3,0,0,82,2.2,1.8,53,8,0
2023-02-15T00:00,9.2,0,0,81,3,5.2,106,7.7,0
2023-02-15T01:00,8.8,0,0,82,2.9,3.9,146,7.4,0
2023-02-15T02:00,8.4,0,0,83,3.3,4.6,129,6.8,0
2023-02-15T03:00,7.9,0,0,86,4.1,5.3,152,6.2,0
2023-02-15T04:00,7.4,0,0,87,4.1,4.8,153,5.7,0
2023-02-15T05:00,7.5,0,0,92,4.8,7.2,143,5.8,0
2023-02-15T06:00,7.6,0,0,90,4.6,7.3,123,6,0
2023-02-15T07:00,9.2,0,0,84,6.6,7.7,139,7.4,0
2023-02-15T08:00,13.3,0,0,66,2.4,4.3,156,12.2,0
2023-02-15T09:00,15.6,0,0,56,2.5,2.7,337,14.4,0
2023-02-15T10:00,17.6,0,0,50,4.7,5.5,11,16.4,0
2023-02-15T11:00,19.4,0,0,45,4.7,5.4,4,19,0
2023-02-15T12:00,21.2,0,0,39,6.9,8.7,330,20.5,2
2023-02-15T13:00,21.5,0,0,37,12.5,17.4,326,19.5,2
2023-02-15T14:00,19.7,0,0,42,13,18.9,310,17.1,1
2023-02-15T15:00,18.7,0,0,46,9,13,298,16.5,1
2023-02-15T16:00,18,0,0,47,7.1,10.6,288,16.1,1
2023-02-15T17:00,16.5,0,0,53,5.4,11.9,275,14.9,1
2023-02-15T18:00,15.1,0,0,63,3.1,8.3,272,14.1,1
2023-02-15T19:00,14.2,0,0,71,2.2,1.5,225,13.6,0
2023-02-15T20:00,12.4,0,0,78,1.1,0.4,360,11.9,0
2023-02-15T21:00,12.1,0,0,78,1.5,1.5,76,11.4,0
2023-02-15T22:00,11.7,0,0,80,2.7,6.5,71,10.8,1
2023-02-15T23:00,11.6,0,0,78,3.2,8.4,97,10.6,0
2023-02-16T00:00,11.2,0,0,79,3.3,6,115,10.1,1
2023-02-16T01:00,10.9,0,0,79,3.4,6.1,135,9.7,0
2023-02-16T02:00,10.6,0,0,78,3.7,6.8,115,9.2,0
2023-02-16T03:00,10.5,0,0,76,4,8.9,117,9,0
2023-02-16T04:00,10.4,0,0,73,3.9,7.2,127,8.8,0
2023-02-16T05:00,9,0,0,85,4.6,4.8,132,7.4,0
2023-02-16T06:00,10.2,0,0,77,3.1,4.4,125,8.8,0
2023-02-16T07:00,12.5,0,0,67,3.2,5.2,124,11.1,0
2023-02-16T08:00,15.7,0,0,53,3.7,5.8,112,14.2,0
2023-02-16T09:00,17.8,0,0,43,3.1,3.7,61,16.1,0
2023-02-16T10:00,19.7,0,0,37,4.9,5.9,43,17.9,0
2023-02-16T11:00,21.2,0,0,33,5.8,7.1,24,19.9,0
2023-02-16T12:00,22.9,0,0,29,7.3,9.1,7,21.6,1
2023-02-16T13:00,23.3,0,0,28,12,16.8,325,20.7,2
2023-02-16T14:00,21.8,0,0,33,10.5,15.1,303,19,2
2023-02-16T15:00,21.1,0,0,35,6.9,10.3,306,18.9,1
2023-02-16T16:00,20.4,0,0,36,7.3,10.9,304,18.1,2
2023-02-16T17:00,18.6,0,0,55,4.9,7.6,267,17.7,1
2023-02-16T18:00,16.7,0,0,62,4.6,7.2,264,15.9,1
2023-02-16T19:00,17.2,0,0,53,3.6,6.6,292,16,1
2023-02-16T20:00,16.8,0,0,53,5.6,9.4,317,15.3,0
2023-02-16T21:00,16.4,0,0,54,1.1,3.9,304,15.5,0
2023-02-16T22:00,14,0,0,67,3.8,1.5,194,12.9,0
2023-02-16T23:00,12.4,0,0,75,3,1.3,146,11.5,0
2023-02-17T00:00,11.8,0,0,78,2.6,0.4,90,10.9,0
2023-02-17T01:00,11.3,0,0,79,3.3,2.5,172,10.3,0
2023-02-17T02:00,11,0,0,79,2.6,1.8,169,10,0
2023-02-17T03:00,10.5,0,0,81,3.4,1.8,127,9.3,0
2023-02-17T04:00,10.3,0,0,80,3.4,2.4,117,9.1,0
2023-02-17T05:00,9,0,0,88,4,3.6,127,7.7,0
2023-02-17T06:00,9.8,0,0,84,2.6,3.4,122,8.7,0
2023-02-17T07:00,11.2,0,0,78,5.2,5.2,124,9.8,0
2023-02-17T08:00,16.1,0,0,58,2.8,5,120,15.1,0
2023-02-17T09:00,18.5,0,0,44,3.2,3.7,29,17,0
2023-02-17T10:00,20,0,0,40,5.4,6.6,351,18.5,0
2023-02-17T11:00,21.5,0,0,36,9,11.3,343,20,0
2023-02-17T12:00,22.2,0,0,34,11.9,15.8,336,20.1,0
2023-02-17T13:00,22.4,0,0,32,10.2,14.1,322,20.1,0
2023-02-17T14:00,22.6,0,0,31,9.4,13.3,319,20,0
2023-02-17T15:00,22.1,0,0,32,10.7,15.3,321,19.2,0
2023-02-17T16:00,20.9,0,0,35,8.7,13,312,18.4,1
2023-02-17T17:00,18.6,0,0,52,6.1,9.3,257,17.3,0
2023-02-17T18:00,17.1,0,0,55,3.8,9.6,250,16,0
2023-02-17T19:00,15.4,0,0,67,3,6.6,248,14.8,1
2023-02-17T20:00,14.2,0,0,76,2.9,5.6,297,13.8,1
2023-02-17T21:00,14,0,0,74,1.8,3.7,299,13.6,0
2023-02-17T22:00,13.9,0,0,73,2.2,0,270,13.3,0
2023-02-17T23:00,12.7,0,0,79,3.8,2.8,130,11.9,0
2023-02-18T00:00,12.5,0,0,79,3.8,3.8,131,11.6,0
2023-02-18T01:00,12.2,0,0,80,3.9,5.1,135,11.3,0
2023-02-18T02:00,11.8,0,0,80,4,5.8,120,10.8,2
2023-02-18T03:00,11.3,0,0,81,4.3,5.4,127,10.1,1
2023-02-18T04:00,11.1,0,0,80,4.8,4.6,135,9.8,0
2023-02-18T05:00,9.9,0,0,81,6,5.8,112,8.2,0
2023-02-18T06:00,11.1,0,0,74,3.2,6.2,111,9.7,0
2023-02-18T07:00,12.8,0,0,66,4.3,6,115,11.3,0
2023-02-18T08:00,16.3,0,0,50,3.5,5.5,113,14.8,0
2023-02-18T09:00,18.2,0,0,43,3.9,4.3,42,16.5,0
2023-02-18T10:00,20,0,0,40,5.8,6.9,6,18.4,0
2023-02-18T11:00,21.9,0,0,37,11.3,13.8,351,20.2,1
2023-02-18T12:00,22.7,0,0,34,15.3,20.2,344,20.5,1
2023-02-18T13:00,22.5,0,0,34,14.7,20.2,341,19.9,0
2023-02-18T14:00,22.5,0,0,33,12.2,16.6,338,19.8,0
2023-02-18T15:00,22.4,0,0,33,10.2,14,334,19.8,1
2023-02-18T16:00,21.3,0,0,35,8.4,12.5,321,19,0
2023-02-18T17:00,18.6,0,0,56,7.5,11.1,295,17.3,0
2023-02-18T18:00,17.1,0,0,52,4.7,11.4,281,15.7,0
2023-02-18T19:00,15.5,0,0,63,5.1,8.3,275,14.3,0
2023-02-18T20:00,14.6,0,0,66,3.4,4.7,266,13.7,0
2023-02-18T21:00,13.9,0,0,68,2.5,2.6,214,13,0
2023-02-18T22:00,13.4,0,0,68,2.2,1,135,12.5,1
2023-02-18T23:00,13,0,0,69,2.5,3.3,131,12,0
2023-02-19T00:00,12.6,0,0,70,2.9,4.2,121,11.5,0
2023-02-19T01:00,12.3,0,0,70,3.3,5,120,11,0
2023-02-19T02:00,11.9,0,0,71,3.3,4.1,128,10.6,0
2023-02-19T03:00,11.4,0,0,73,3.6,2.7,113,10.1,0
2023-02-19T04:00,11.4,0,0,72,3.8,3.5,114,9.9,0
2023-02-19T05:00,10.3,0,0,78,5.2,7.4,141,8.6,0
2023-02-19T06:00,11.1,0,0,73,3.7,5.6,140,9.6,0
2023-02-19T07:00,12.5,0,0,68,3.6,2.3,129,11.1,0
2023-02-19T08:00,16.6,0,0,51,1.1,2.1,121,15.6,0
2023-02-19T09:00,18.7,0,0,44,2.9,3.1,36,17.3,0
2023-02-19T10:00,20.3,0,0,40,4,4.4,351,19,0
2023-02-19T11:00,21.8,0,0,36,6.1,7.6,329,20.8,0
2023-02-19T12:00,23.5,0,0,30,11.5,14.8,321,21.7,3
2023-02-19T13:00,23.2,0,0,32,14.8,20.2,320,20.6,1
2023-02-19T14:00,22.6,0,0,34,13,17.8,318,19.9,2
2023-02-19T15:00,22.1,0,0,35,9.2,13,314,19.8,0
2023-02-19T16:00,21.8,0,0,34,5.3,8.4,310,19.9,2
2023-02-19T17:00,19,0,0,56,5.8,8.3,272,18.2,0
2023-02-19T18:00,17.5,0,0,56,3.4,9.7,255,16.7,0
2023-02-19T19:00,16,0,0,66,3.1,6.9,242,15.5,0
2023-02-19T20:00,14.7,0,0,74,2.2,3.5,246,14.4,1
2023-02-19T21:00,13.8,0,0,80,0.4,3,346,13.8,0
2023-02-19T22:00,13.3,0,0,81,0.7,2.5,352,13.3,0
2023-02-19T23:00,12.8,0,0,83,1.8,1.3,34,12.6,0
2023-02-20T00:00,12.4,0,0,84,2.2,1.6,63,12,0
2023-02-20T01:00,12.3,0,0,84,2.9,3.4,148,11.8,0
2023-02-20T02:00,12,0,0,84,3.2,3.9,158,11.3,0
2023-02-20T03:00,11.8,0,0,84,4,5.2,146,11,0
2023-02-20T04:00,11.5,0,0,84,4,5.3,152,10.7,0
2023-02-20T05:00,10.6,0,0,87,3.3,4.4,145,9.7,0
2023-02-20T06:00,11,0,0,84,4.5,6.1,135,9.9,0
2023-02-20T07:00,12.4,0,0,79,6.2,5.9,142,11.2,0
2023-02-20T08:00,16.4,0,0,60,2.8,4.6,141,15.7,0
2023-02-20T09:00,18.5,0,0,53,1.6,2,45,18,0
2023-02-20T10:00,20.8,0,0,43,3.3,4.1,308,20.1,3
2023-02-20T11:00,22.3,0,0,38,7.7,10,308,21.1,3
2023-02-20T12:00,22.3,0,0,39,9.9,13.7,315,20.7,3
2023-02-20T13:00,22.2,0,0,40,10.3,14.4,323,20.2,3
2023-02-20T14:00,22.1,0,0,39,7.5,10.5,308,20.3,3
2023-02-20T15:00,21.4,0,0,41,5.4,8.1,283,19.9,3
2023-02-20T16:00,20.5,0,0,45,6.6,9.4,270,19,3
2023-02-20T17:00,18.5,0,0,57,5.8,8.8,251,17.6,1
2023-02-20T18:00,17.3,0,0,64,2.3,5.2,245,17.1,1
2023-02-20T19:00,15.9,0,0,76,2.6,3.5,246,16,1
2023-02-20T20:00,14.9,0,0,80,2.6,3.9,292,14.9,0
2023-02-20T21:00,14.3,0,0,81,0.7,3.2,333,14.5,0
2023-02-20T22:00,13.7,0,0,84,1.4,1.4,360,13.8,0
2023-02-20T23:00,12.6,0,0,90,2.5,0.4,90,12.5,2
2023-02-21T00:00,11.3,0,0,94,2.9,0.4,90,11,3
2023-02-21T01:00,9.9,0,0,100,4,1.8,217,9.3,3
2023-02-21T02:00,9.8,0,0,100,5,2.1,211,9,3
2023-02-21T03:00,9.6,0,0,100,4.3,2.3,198,8.8,3
2023-02-21T04:00,8.9,0,0,100,4,2.1,121,8,3
2023-02-21T05:00,8.7,0,0,100,4,3.1,135,7.8,3
2023-02-21T06:00,8.3,0,0,100,5.1,3.3,131,7.1,3
2023-02-21T07:00,10.5,0,0,94,5.8,4.3,138,9.5,1
2023-02-21T08:00,16.2,0,0,69,2.2,3.4,162,16,0
2023-02-21T09:00,18.4,0,0,60,2.6,2.9,330,18.2,0
2023-02-21T10:00,20.1,0,0,53,6.3,7.6,335,19.4,0
2023-02-21T11:00,21.2,0,0,48,9.2,11.5,314,20.2,1
2023-02-21T12:00,22.1,0,0,44,11.2,15.1,310,21.1,0
2023-02-21T13:00,22.5,0,0,41,11.8,16.2,307,21.2,1
2023-02-21T14:00,22.5,0,0,39,11,15.3,309,20.3,0
2023-02-21T15:00,21.9,0,0,41,10.9,15.6,310,19.7,2
2023-02-21T16:00,20.7,0,0,45,9.7,14.3,313,18.8,0
2023-02-21T17:00,19.1,0,0,51,6.2,13.8,321,17.8,0
2023-02-21T18:00,17.4,0,0,63,5.1,11.5,321,16.7,0
2023-02-21T19:00,17.6,0,0,59,5.1,9.5,323,16.7,0
2023-02-21T20:00,17,0,0,62,2.6,6.5,326,16.5,0
2023-02-21T21:00,15,0,0,74,2.6,4.3,312,14.8,0
2023-02-21T22:00,13.6,0,0,80,2.9,2.5,262,13.2,0
2023-02-21T23:00,13.2,0,0,81,2.9,3.8,253,12.8,0
2023-02-22T00:00,13.1,0,0,81,2.9,4.2,211,12.6,0
2023-02-22T01:00,12.5,0,0,83,2.9,3.4,212,12,0
2023-02-22T02:00,12,0,0,86,3.3,2.6,196,11.4,0
2023-02-22T03:00,11.4,0,0,88,3.7,2.9,187,10.7,0
2023-02-22T04:00,10.7,0,0,90,4,4.1,165,9.9,0
2023-02-22T05:00,10.6,0,0,92,4.9,4.8,132,9.7,1
2023-02-22T06:00,10.7,0,0,91,5.6,5.1,141,9.6,0
2023-02-22T07:00,12.7,0,0,83,6.9,5.8,150,11.6,0
2023-02-22T08:00,17.5,0,0,62,2.5,3.6,174,17.2,0
2023-02-22T09:00,19.6,0,0,50,3.3,3.8,319,18.8,0
2023-02-22T10:00,20.8,0.2,0.2,40,8.2,10.6,298,19.1,51
2023-02-22T11:00,20.6,0.4,0.4,42,7.9,10.7,284,19.4,51
2023-02-22T12:00,20.8,0.8,0.8,38,6.8,9.4,288,19.7,53
2023-02-22T13:00,20.3,2,2,42,6.6,8.9,297,19,61
2023-02-22T14:00,20.1,1,1,43,6.4,8.2,308,18.4,55
2023-02-22T15:00,19.7,0.4,0.4,44,6.9,9.3,306,18,51
2023-02-22T16:00,18.9,0,0,48,7.9,11.3,297,17.1,1
2023-02-22T17:00,16.7,0,0,70,7.8,11.5,302,15.9,1
2023-02-22T18:00,15.7,0,0,70,6.4,11,302,14.9,0
2023-02-22T19:00,14.7,0,0,73,6,9.5,299,13.8,0
2023-02-22T20:00,13.8,0,0,77,5.1,8.8,282,13,0
2023-02-22T21:00,14.8,0,0,70,3.4,7.1,300,14.2,0
2023-02-22T22:00,13.6,0,0,76,3.1,6.4,297,13,0
2023-02-22T23:00,12.7,0,0,79,1.8,4.8,312,12.2,0
2023-02-23T00:00,12.2,0,0,80,1.1,3,346,11.8,0
2023-02-23T01:00,11.9,0,0,81,2.2,1.1,18,11.3,0
2023-02-23T02:00,11.7,0,0,81,2.9,0.8,153,10.8,0
2023-02-23T03:00,11.5,0,0,81,3,2.3,129,10.7,0
2023-02-23T04:00,11.5,0,0,81,3.7,4.6,135,10.5,0
2023-02-23T05:00,10.9,0,0,88,4.3,5.3,152,10,0
2023-02-23T06:00,10.7,0,0,90,4.7,4.9,144,9.7,0
2023-02-23T07:00,12,0,0,89,6.6,6.4,137,11.1,0
2023-02-23T08:00,17,0,0,65,4,6.3,149,16.6,0
2023-02-23T09:00,19.6,0,0,50,2.2,3.1,111,19,0
2023-02-23T10:00,21.6,0,0,39,1.4,1.4,360,21.2,0
2023-02-23T11:00,23.1,0,0,29,6.3,8.4,295,22,0
2023-02-23T12:00,23.8,0,0,27,10.7,14.7,287,22,0
2023-02-23T13:00,23.8,0,0,23,10.8,15.4,286,21.3,1
2023-02-23T14:00,23.3,0,0,23,9.1,13.1,291,20.3,1
2023-02-23T15:00,22.3,0,0,27,8.8,12.7,285,19.3,1
2023-02-23T16:00,21.3,0,0,31,6.1,8.8,279,18.9,1
2023-02-23T17:00,18.9,0,0,49,4.8,7.2,276,17.6,0
2023-02-23T18:00,16.2,0,0,63,4.7,6.3,257,15.2,1
2023-02-23T19:00,16.9,0,0,60,2.4,3.9,292,16.3,1
2023-02-23T20:00,14.7,0,0,72,4.1,4.9,287,14.1,1
2023-02-23T21:00,15.1,0.1,0.1,66,3.6,5.9,313,14.3,51
2023-02-23T22:00,14.8,0,0,66,2.3,4.3,312,14.1,1
2023-02-23T23:00,12.8,0,0,78,2.2,1.1,360,12.2,0
2023-02-24T00:00,11.3,0,0,85,3.3,1.1,90,10.6,0
2023-02-24T01:00,11,0,0,87,2.9,1.9,158,10.3,0
2023-02-24T02:00,10.7,0,0,89,2.5,2.5,180,10,0
2023-02-24T03:00,10.3,0,0,92,2.6,1.3,124,9.6,0
2023-02-24T04:00,9.8,0,0,94,3.3,3.1,111,9,0
2023-02-24T05:00,9.3,0,0,97,5.2,5.4,132,8.3,0
2023-02-24T06:00,9.1,0,0,97,5.5,6.1,140,7.9,0
2023-02-24T07:00,11.3,0,0,93,7,6.4,142,10.3,0
2023-02-24T08:00,16.2,0,0,72,3.4,4.9,144,16,0
2023-02-24T09:00,18.5,0,0,53,1.3,1.3,34,18,0
2023-02-24T10:00,20.1,0,0,45,4.6,5.9,317,19.3,0
2023-02-24T11:00,21.4,0,0,36,7.4,9.7,309,20.4,0
2023-02-24T12:00,22.2,0,0,29,9.2,12.8,308,20.7,0
2023-02-24T13:00,22.5,0,0,27,9.2,12.8,310,20.6,0
2023-02-24T14:00,22.3,0,0,29,8.7,12.3,310,19.8,0
2023-02-24T15:00,21.6,0,0,34,8.3,11.9,305,19.2,3
2023-02-24T16:00,20.3,0,0,41,7,10.5,308,18.4,2
2023-02-24T17:00,17.6,0,0,69,5.2,7.3,261,17.4,1
2023-02-24T18:00,16.5,0,0,67,2.9,7.5,235,16.1,2
2023-02-24T19:00,14.9,0,0,79,4.1,4.8,222,14.7,1
2023-02-24T20:00,14.1,0,0,82,3.9,4,280,13.8,0
2023-02-24T21:00,13.2,0,0,85,2.2,3.3,311,13.2,1
2023-02-24T22:00,12.8,0,0,86,2.2,1.5,14,12.7,0
2023-02-24T23:00,11.5,0,0,94,3.2,1.8,90,11.1,1
2023-02-25T00:00,10.3,0,0,97,4,2.3,108,9.6,2
2023-02-25T01:00,9.2,0,0,99,5.4,3.4,148,8.1,3
2023-02-25T02:00,8.3,0,0,100,5.8,4.7,157,7,3
2023-02-25T03:00,7.7,0,0,100,6.1,4.9,163,6.2,3
2023-02-25T04:00,7.4,0,0,100,6.9,5.6,153,5.7,3
2023-02-25T05:00,9.1,0,0,98,6.6,7.4,151,7.8,3
2023-02-25T06:00,9.2,0,0,97,6.5,7.6,155,7.9,2
2023-02-25T07:00,11.6,0,0,88,6.3,6.3,156,10.6,0
2023-02-25T08:00,15.4,0,0,70,3,4.5,166,15,0
2023-02-25T09:00,17.4,0,0,60,0.8,1.6,207,17.1,0
2023-02-25T10:00,18.8,0.2,0.2,50,2.5,3.1,315,18.3,51
2023-02-25T11:00,19.4,0.2,0.2,48,4.9,6.4,308,18.5,51
2023-02-25T12:00,19.7,0.2,0.2,46,6.6,9,299,18.6,51
2023-02-25T13:00,19.1,0.1,0.1,51,5.4,7.8,283,18,51
2023-02-25T14:00,18.6,0.1,0.1,57,4.5,6.1,270,17.9,51
2023-02-25T15:00,16.8,1.4,1.4,66,6.1,8.3,275,16,61
2023-02-25T16:00,16.4,0.1,0.1,66,4.3,6.6,315,15.8,51
2023-02-25T17:00,14.5,0.1,0.1,77,2.8,3.9,236,14.2,51
2023-02-25T18:00,14,0,0,80,3,4.5,256,13.7,1
2023-02-25T19:00,13.6,0,0,83,1.8,2.6,214,13.5,1
2023-02-25T20:00,12,0,0,93,3.1,2.6,124,11.8,0
2023-02-25T21:00,11.5,0,0,95,2.3,4,100,11.3,0
2023-02-25T22:00,10.9,0,0,96,3.3,5.1,129,10.6,0
2023-02-25T23:00,10.2,0,0,98,2.5,3.8,131,9.8,0
2023-02-26T00:00,9.8,0,0,98,2.5,2.3,129,9.3,0
2023-02-26T01:00,9.5,0,0,98,2.5,2,135,8.9,0
2023-02-26T02:00,9.2,0,0,98,2.5,0.8,153,8.6,0
2023-02-26T03:00,9.1,0,0,98,2.2,0.7,180,8.5,0
2023-02-26T04:00,9.1,0,0,96,1.8,0.4,360,8.5,1
2023-02-26T05:00,9.9,0,0,99,3.6,3.6,180,9.3,1
2023-02-26T06:00,9.7,0,0,99,4,4.6,135,9,1
2023-02-26T07:00,11.3,0,0,97,5.9,6.4,137,10.7,1
2023-02-26T08:00,14,0.2,0.2,82,0.5,1.1,90,14.3,51
2023-02-26T09:00,15.2,0.1,0.1,72,2.3,2.9,83,14.9,51
2023-02-26T10:00,17,0.2,0.2,66,2.5,2.9,353,16.8,51
2023-02-26T11:00,18.2,0.2,0.2,58,4.4,5.4,318,17.9,51
2023-02-26T12:00,13.9,1.7,1.7,79,5.4,7.6,315,13.2,61
2023-02-26T13:00,15.7,0.3,0.3,70,2.5,3,256,15.4,51
2023-02-26T14:00,12.6,2.1,2.1,83,3.6,4.9,144,12,61
2023-02-26T15:00,14.8,0,0,70,4,5.1,266,14.1,3
2023-02-26T16:00,14.5,0,0,69,5,6.8,335,13.4,2
2023-02-26T17:00,11.8,0,0,90,4.2,5.6,297,11.2,1
2023-02-26T18:00,11.8,0.3,0.3,91,1.8,2.5,135,11.6,51
2023-02-26T19:00,11.3,0,0,94,3.3,4.4,145,10.9,3
2023-02-26T20:00,9.3,0,0,98,2.9,1.1,180,8.6,2
2023-02-26T21:00,9.9,0,0,98,2.9,2.4,153,9.3,2
2023-02-26T22:00,9.3,0,0,99,2.2,1.5,194,8.8,1
2023-02-26T23:00,9.2,0,0,98,1.5,1,45,8.7,1
2023-02-27T00:00,9.1,0,0,97,3,4.1,105,8.3,1
2023-02-27T01:00,8.8,0,0,97,3.1,5.1,98,7.9,0
2023-02-27T02:00,8.7,0,0,96,3.7,3.3,131,7.6,0
2023-02-27T03:00,8.4,0,0,96,3.7,3.3,167,7.2,0
2023-02-27T04:00,8.2,0,0,95,2.6,2.3,141,7.1,0
2023-02-27T05:00,8.3,0,0,96,3.3,2.7,113,7.2,0
2023-02-27T06:00,8.5,0,0,95,4,4.6,129,7.3,1
2023-02-27T07:00,10.3,0,0,94,5.4,4.2,149,9.3,1
2023-02-27T08:00,13.8,0.2,0.2,81,3,3.1,159,13.5,51
2023-02-27T09:00,15.1,0,0,69,2.8,3.3,49,14.5,1
2023-02-27T10:00,16.6,0.3,0.3,58,1.8,2.4,63,15.9,51
2023-02-27T11:00,17.7,0.5,0.5,51,1.6,2.1,239,17.4,53
2023-02-27T12:00,18.1,0,0,52,4.3,5.2,286,17.6,1
2023-02-27T13:00,17.4,0,0,57,9.7,12.4,296,16,1
2023-02-27T14:00,17.2,0,0,59,5.4,6.8,288,16.2,1
2023-02-27T15:00,16.3,0,0,62,9.2,12.2,313,14.7,2
2023-02-27T16:00,15.2,0,0,66,3.7,5.2,326,14.3,2
2023-02-27T17:00,14.6,0,0,71,3.8,6.5,304,13.9,1
2023-02-27T18:00,13.6,0.1,0.1,80,1.8,2.9,210,13.4,51
2023-02-27T19:00,12.1,0,0,85,1.1,1.5,284,11.9,1
2023-02-27T20:00,12.3,0,0,82,1.8,2.6,286,11.9,0
2023-02-27T21:00,12.9,0,0,77,2.2,4.7,337,12.3,1
2023-02-27T22:00,12.5,0,0,78,1.8,2.3,288,11.9,1
2023-02-27T23:00,10,0,0,89,4.3,2.8,230,8.9,1
2023-02-28T00:00,9.9,0,0,90,1.4,0.7,360,9.3,1
2023-02-28T01:00,9.7,0,0,89,2.2,0.7,270,8.9,0
2023-02-28T02:00,9.3,0,0,90,2.2,1.1,108,8.4,0
2023-02-28T03:00,9.1,0,0,90,2.5,3.9,112,8.1,0
2023-02-28T04:00,8.8,0,0,90,3.3,4.8,132,7.6,0
2023-02-28T05:00,8.7,0,0,95,4.4,5.1,135,7.5,0
2023-02-28T06:00,8.3,0,0,96,5.1,5.2,146,7,0
2023-02-28T07:00,10.7,0,0,91,6.1,4.6,162,9.7,0
2023-02-28T08:00,15.4,0,0,69,1.5,2.1,149,15.1,0
2023-02-28T09:00,17.1,0,0,62,2.4,3.2,27,16.7,0
2023-02-28T10:00,18.7,0.2,0.2,50,3.3,4,350,18.3,51
2023-02-28T11:00,19.7,0.5,0.5,45,5.4,6.9,317,19.3,53
2023-02-28T12:00,19.9,0,0,48,7.5,9.7,309,19.3,1
2023-02-28T13:00,20.2,0.1,0.1,45,8.6,11.2,303,19.1,51
2023-02-28T14:00,20.1,0,0,44,7.6,10.3,299,18.5,1
2023-02-28T15:00,19.6,0,0,46,6.7,9.6,290,18,1
2023-02-28T16:00,18.9,0,0,49,5.8,8.1,283,17.5,1
2023-02-28T17:00,16.5,0,0,74,4.8,7.2,264,16.4,0
2023-02-28T18:00,15.1,0,0,77,3.3,6.2,234,15,0
2023-02-28T19:00,14.4,0,0,80,2.5,4.3,222,14.3,0
2023-02-28T20:00,13.5,0,0,85,2.5,2.2,279,13.5,0
