time,temperature_2m,rain (mm),precipitation (mm),relative_humidity_2m,wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_100m,apparent_temperature,weather_code
2024-04-11T09:00,25,0,0,24,4.2,5.5,293,23.3,1
2024-04-11T10:00,26,0,0,22,5.6,7.7,307,24.6,1
2024-04-11T11:00,26.9,0,0,21,6.4,8.1,315,26.1,1
2024-04-11T12:00,27.4,0,0,20,7.6,9.7,321,26.3,2
2024-04-11T13:00,26,0.1,0.1,24,6.3,8.6,272,24.5,51
2024-04-11T14:00,24.9,0.3,0.3,31,11.8,15.5,155,22.9,51
2024-04-11T15:00,24.7,0,0,26,2.7,3.4,252,22.9,2
2024-04-11T16:00,23.9,0,0,29,7.6,9.7,180,21.5,2
2024-04-11T17:00,22.3,0,0,37,5.3,7.5,163,20.7,0
2024-04-11T18:00,19.9,0,0,44,8,11,169,18,0
2024-04-11T19:00,17.5,0,0,53,6.6,7.4,151,16,0
2024-04-11T20:00,16.2,0,0,60,6.6,4.8,138,14.8,0
2024-04-11T21:00,15.6,0,0,62,6.9,6,155,14.1,0
2024-04-11T22:00,14.9,0,0,63,6.2,6.9,174,13.4,0
2024-04-11T23:00,14.6,0,0,61,5.5,5.5,157,13.1,0
2024-04-12T00:00,14.9,0,0,58,6.3,5.9,169,13.1,0
2024-04-12T01:00,15.2,0,0,55,4.8,3.2,180,13.6,0
2024-04-12T02:00,15.5,0,0,52,4.1,3.1,144,13.8,0
2024-04-12T03:00,15.4,0,0,51,4.8,3.3,131,13.5,0
2024-04-12T04:00,14.8,0,0,53,5.5,4.7,148,12.8,0
2024-04-12T05:00,14,0,0,54,5.2,3.3,167,12,0
2024-04-12T06:00,15.7,0,0,61,4.7,5.2,236,14.6,0
2024-04-12T07:00,20.3,0,0,49,1,1.9,22,19.9,0
2024-04-12T08:00,22.5,0,0,36,4.9,5.8,338,20.9,0
2024-04-12T09:00,24,0,0,31,6.8,8.5,324,22.4,0
2024-04-12T10:00,25.4,0,0,26,9.7,13.1,307,23.9,0
2024-04-12T11:00,26.2,0,0,25,11.7,15.8,311,25,0
2024-04-12T12:00,26.7,0,0,25,10.9,15.1,303,25.8,1
2024-04-12T13:00,26.8,0,0,26,10.4,14.2,291,25.8,2
2024-04-12T14:00,25.5,0,0,31,9.3,12.7,262,24.3,3
2024-04-12T15:00,25.1,0,0,33,5.4,7.8,248,23.6,3
2024-04-12T16:00,24.7,0,0,33,4,5.8,270,23.5,3
2024-04-12T17:00,23.7,0,0,34,4.7,7.8,292,22.3,1
2024-04-12T18:00,21.4,0,0,47,1.8,4.4,279,21,3
2024-04-12T19:00,20,0,0,48,4.3,5.4,233,19.1,3
2024-04-12T20:00,18.3,0,0,55,3.6,3.4,252,17.5,0
2024-04-12T21:00,17.5,0,0,58,2.9,3,284,16.8,1
2024-04-12T22:00,17,0,0,59,4.7,2.8,220,16,3
2024-04-12T23:00,16.5,0,0,60,4.5,3.3,186,15.5,1
2024-04-13T00:00,16.4,0,0,58,4.4,2.9,187,15.3,0
2024-04-13T01:00,16.4,0,0,56,4,3.1,201,15.2,0
2024-04-13T02:00,16.4,0,0,55,3.3,1.5,225,15.3,2
2024-04-13T03:00,16.6,0,0,56,2.2,1.1,342,15.7,2
2024-04-13T04:00,16.6,0,0,57,3,1.1,162,15.7,1
2024-04-13T05:00,16.3,0,0,59,3.4,3.4,122,15.3,0
2024-04-13T06:00,17.8,0,0,56,3.7,2.7,157,17,0
2024-04-13T07:00,21.1,0,0,48,2.4,3.2,153,20.6,0
2024-04-13T08:00,23.1,0,0,40,2.2,2.4,333,22.5,0
2024-04-13T09:00,24.6,0,0,35,6.8,8.5,324,23.6,0
2024-04-13T10:00,25.6,0,0,30,9.3,12.3,320,24.8,0
2024-04-13T11:00,26.5,0,0,26,9.7,13.2,315,25.7,0
2024-04-13T12:00,27.4,0,0,24,10,13,314,26.7,0
2024-04-13T13:00,27.8,0,0,24,10.1,13.6,320,27.1,0
2024-04-13T14:00,27.6,0,0,24,8.4,11.6,300,26.3,1
2024-04-13T15:00,26.9,0,0,25,7.1,9.7,266,24.8,1
2024-04-13T16:00,26.1,0,0,27,6.1,9.2,281,24.1,1
2024-04-13T17:00,24.9,0,0,30,6.4,9.7,312,23,1
2024-04-13T18:00,22,0,0,53,4.4,9,307,21.9,1
2024-04-13T19:00,21.1,0,0,47,1.5,3.9,304,20.7,0
2024-04-13T20:00,20.5,0,0,43,3.3,2.5,188,19.4,0
2024-04-13T21:00,19.5,0,0,46,4,2.5,172,18.3,0
2024-04-13T22:00,18.5,0,0,50,5.1,4.4,171,17.2,0
2024-04-13T23:00,17.6,0,0,54,4.8,6.1,130,16.3,2
2024-04-14T00:00,17.5,0,0,54,5.2,5.9,128,16.2,0
2024-04-14T01:00,16.5,0,0,57,5.6,5.9,137,15.2,0
2024-04-14T02:00,15.9,0,0,59,6.2,4.2,149,14.5,0
2024-04-14T03:00,15.8,0,0,60,2.9,0.7,360,14.8,1
2024-04-14T04:00,16.2,0,0,58,4.4,2.9,173,15,0
2024-04-14T05:00,16.3,0,0,57,3,1,135,15.3,0
2024-04-14T06:00,18.1,0,0,55,4.1,5.5,212,17.2,3
2024-04-14T07:00,21.5,0,0,51,0.8,2.2,270,21.6,3
2024-04-14T08:00,23.8,0,0,37,2.3,2.6,326,23,3
2024-04-14T09:00,25.6,0,0,33,5.4,6.6,319,24.8,3
2024-04-14T10:00,27.1,0,0,28,9.2,12,314,26.3,0
2024-04-14T11:00,27.9,0,0,25,12.5,16.8,315,26.6,0
2024-04-14T12:00,28.3,0,0,24,12.8,17.1,309,27.1,0
2024-04-14T13:00,28.4,0,0,24,11.8,15.9,309,27.3,0
2024-04-14T14:00,28.3,0,0,24,10,13.6,302,26.8,1
2024-04-14T15:00,27.8,0,0,25,11.5,16.1,312,25.1,0
2024-04-14T16:00,26.8,0,0,27,13.6,19.6,319,23.9,1
2024-04-14T17:00,25.3,0,0,31,11.2,18.6,313,22.8,2
2024-04-14T18:00,23.6,0,0,37,4.6,13.4,306,22.4,0
2024-04-14T19:00,22.2,0,0,40,3.3,9.4,277,21.1,0
2024-04-14T20:00,21,0,0,42,3.3,6.5,264,19.9,0
2024-04-14T21:00,20.3,0,0,44,2.2,1.1,288,19.3,0
2024-04-14T22:00,19.6,0,0,46,3.3,1.5,225,18.6,0
2024-04-14T23:00,19.2,0,0,47,3.3,2.3,129,18.1,0
2024-04-15T00:00,18.7,0,0,49,2.9,2.4,153,17.7,3
2024-04-15T01:00,18.7,0,0,49,3.7,4.1,142,17.6,0
2024-04-15T02:00,18.3,0,0,50,3.6,3.4,198,17.2,0
2024-04-15T03:00,17.8,0,0,53,2.2,1.1,162,17,0
2024-04-15T04:00,17.5,0,0,55,3.3,2.3,162,16.6,0
2024-04-15T05:00,17.8,0,0,53,3.3,4.7,184,16.8,0
2024-04-15T06:00,20.5,0,0,49,2.2,2,225,20,0
2024-04-15T07:00,23.1,0,0,42,0.5,1.1,18,22.9,0
2024-04-15T08:00,24.9,0,0,37,5.2,6.2,339,24,0
2024-04-15T09:00,26.3,0,0,34,8.7,10.9,333,25.4,0
2024-04-15T10:00,27.5,0,0,31,11.1,14.5,325,26.8,0
2024-04-15T11:00,28.4,0,0,28,12.1,15.9,332,28,0
2024-04-15T12:00,29.3,0,0,27,13.4,17.9,330,28.7,0
2024-04-15T13:00,29.4,0,0,27,13.1,17.9,320,28.6,1
2024-04-15T14:00,29.3,0,0,27,12.5,17.1,316,27.9,1
2024-04-15T15:00,28.9,0,0,27,12.3,17.1,309,26.6,3
2024-04-15T16:00,27.6,0,0,30,12.1,17.2,296,25.4,1
2024-04-15T17:00,26.2,0,0,32,9.2,14.4,283,24.4,3
2024-04-15T18:00,23.2,0,0,53,3.7,8.7,312,23.6,1
2024-04-15T19:00,22.8,0,0,45,2.8,8.6,292,22.4,3
2024-04-15T20:00,22.2,0,0,52,2.4,5.6,310,22.5,3
2024-04-15T21:00,21.4,0,0,52,0.7,2.5,352,21.6,0
2024-04-15T22:00,21.1,0,0,51,2.5,2.6,214,20.9,0
2024-04-15T23:00,20.3,0,0,54,1.8,1.1,198,20.3,0
2024-04-16T00:00,20.2,0,0,55,2.5,2.4,153,20,1
2024-04-16T01:00,19.9,0,0,56,4.1,5.2,146,19.6,3
2024-04-16T02:00,19.4,0,0,58,4.4,5.5,169,19,3
2024-04-16T03:00,18.8,0,0,60,4.6,5.1,129,18.4,3
2024-04-16T04:00,18.4,0,0,61,4.6,5.2,124,18,3
2024-04-16T05:00,17.9,0,0,63,6.2,8,126,17.2,3
2024-04-16T06:00,18.9,0,0,64,8.1,7.9,150,18.2,0
2024-04-16T07:00,23.7,0,0,49,3.9,5.7,145,23.9,3
2024-04-16T08:00,25.8,0,0,41,3.1,3.9,56,25.8,3
2024-04-16T09:00,27.4,0,0,35,3.8,4.2,20,27.6,1
2024-04-16T10:00,28.6,0,0,32,5.1,5.8,360,29.3,1
2024-04-16T11:00,29.9,0,0,29,5.4,6.7,306,31.1,1
2024-04-16T12:00,29.4,0,0,30,11.3,15.6,263,29.1,1
2024-04-16T13:00,29.8,0,0,28,8.9,12.4,292,29.5,2
2024-04-16T14:00,29.1,0,0,30,9.5,13,298,28.1,2
2024-04-16T15:00,28.4,0,0,32,7.6,10.8,296,27.3,2
2024-04-16T16:00,27.3,0,0,32,11.1,15.8,305,25.5,2
2024-04-16T17:00,25.7,0,0,36,7.4,11.5,314,24.5,1
2024-04-16T18:00,23,0,0,58,4.2,9.4,310,23.8,2
2024-04-16T19:00,22.7,0,0,54,1.5,4.3,275,23.4,1
2024-04-16T20:00,21.7,0,0,53,4.5,6.6,158,21.5,0
2024-04-16T21:00,20.1,0,0,59,6,8.1,122,19.8,1
2024-04-16T22:00,19,0,0,63,5.9,7,111,18.6,0
2024-04-16T23:00,18.3,0,0,65,7.1,8.4,121,17.7,2
2024-04-17T00:00,18,0,0,64,8.1,10.2,138,17.1,1
2024-04-17T01:00,17.4,0,0,66,8.6,10.3,151,16.5,1
2024-04-17T02:00,16.7,0,0,68,8.8,11.1,155,15.7,2
2024-04-17T03:00,15.9,0,0,70,8,8.6,147,14.8,0
2024-04-17T04:00,15.5,0,0,70,8,8.5,144,14.4,0
2024-04-17T05:00,15.5,0,0,68,7,7.4,141,14.3,0
2024-04-17T06:00,17.2,0,0,63,7.3,6.3,149,16.1,0
2024-04-17T07:00,22.4,0,0,49,3.6,4.8,132,22.2,0
2024-04-17T08:00,25,0,0,39,3.3,3.7,11,24.5,0
2024-04-17T09:00,26.9,0,0,34,5.4,6.6,338,26.8,0
2024-04-17T10:00,28.3,0,0,31,8.2,10.4,316,28.5,0
2024-04-17T11:00,28.8,0.1,0.1,30,12.3,16.6,309,28.9,51
2024-04-17T12:00,28.8,0,0,30,12.4,17.1,300,28.6,0
2024-04-17T13:00,28.2,0,0,32,10.5,14.7,287,27.9,0
2024-04-17T14:00,28.2,0,0,32,8.5,11.9,284,27.9,1
2024-04-17T15:00,28,0,0,32,9.5,13.4,294,26.5,2
2024-04-17T16:00,27.1,0,0,33,11.3,16.1,299,25.4,0
2024-04-17T17:00,25.7,0,0,36,9.8,15,305,24.1,0
2024-04-17T18:00,23.6,0,0,43,3.7,10.1,276,23.2,1
2024-04-17T19:00,22.1,0,0,49,1.1,4.1,285,22.2,0
2024-04-17T20:00,21.3,0,0,53,1.1,2,315,21.5,2
2024-04-17T21:00,20.4,0,0,57,1.8,1.8,307,20.7,3
2024-04-17T22:00,20,0,0,58,2.6,1.8,11,20,3
2024-04-17T23:00,19.4,0,0,59,4.8,4.5,119,19.1,3
2024-04-18T00:00,18.9,0,0,62,5.2,6,123,18.5,3
2024-04-18T01:00,18.6,0,0,61,6,8.3,108,18,2
2024-04-18T02:00,18.5,0,0,59,6.8,9.2,129,17.7,1
2024-04-18T03:00,18.2,0,0,59,7.5,9.5,143,17.2,0
2024-04-18T04:00,17.5,0,0,61,7.4,9.2,132,16.5,0
2024-04-18T05:00,16.9,0,0,64,7.4,8.1,135,15.9,0
2024-04-18T06:00,18.8,0,0,63,8,7.8,167,18.1,0
2024-04-18T07:00,23.3,0,0,49,3.6,5.5,148,23.3,0
2024-04-18T08:00,25.7,0,0,38,1.8,2.5,135,25.6,0
2024-04-18T09:00,27.4,0,0,33,1.8,2.5,135,27.7,0
2024-04-18T10:00,28.6,0,0,29,2.5,3.6,186,29.6,0
2024-04-18T11:00,30,0,0,25,2.7,4,260,30.9,2
2024-04-18T12:00,30.1,0,0,25,4,5.6,285,30.5,2
2024-04-18T13:00,29.7,0,0,27,7.2,10,283,29.1,2
2024-04-18T14:00,28.4,0,0,32,8.1,11.6,286,27.7,2
2024-04-18T15:00,26.8,0,0,40,7.5,10.8,291,26.4,1
2024-04-18T16:00,25.9,0.1,0.1,44,7.4,10.3,299,25.7,51
2024-04-18T17:00,25.2,0,0,46,6.7,9.8,306,25.1,0
2024-04-18T18:00,23.2,0,0,55,4.6,7.6,289,23.7,0
2024-04-18T19:00,22,0,0,61,4.6,7.5,287,22.7,0
2024-04-18T20:00,20.9,0,0,69,3.7,6.7,286,22,0
2024-04-18T21:00,20.4,0,0,73,1.8,4.2,301,22,0
2024-04-18T22:00,20,0,0,74,1.1,0.8,333,21.6,0
2024-04-18T23:00,19.5,0,0,76,5.4,5.5,169,20.4,0
2024-04-19T00:00,18.3,0,0,80,6.2,7.2,183,18.9,0
2024-04-19T01:00,17.4,0,0,81,5.1,3.1,201,18,0
2024-04-19T02:00,16.8,0,0,80,4,1.6,153,17.3,0
2024-04-19T03:00,16.4,0,0,79,4.3,1.8,169,16.6,0
2024-04-19T04:00,16.1,0,0,77,4.4,1.6,153,16.1,0
2024-04-19T05:00,16,0,0,76,4,1.5,104,15.9,0
2024-04-19T06:00,18.9,0,0,74,3.6,2.6,236,19.7,0
2024-04-19T07:00,22.5,0,0,59,1.8,2.5,360,23.5,0
2024-04-19T08:00,24.5,0,0,47,4.6,5,339,24.6,0
2024-04-19T09:00,26.3,0,0,39,6.8,8.5,324,26.3,0
2024-04-19T10:00,27.9,0,0,35,10,13,316,28.2,0
2024-04-19T11:00,28.8,0,0,33,13.3,17.6,317,29.1,0
2024-04-19T12:00,29.4,0,0,32,14,19.1,313,29.6,0
2024-04-19T13:00,29.2,0,0,33,14.5,19.9,311,29.1,1
2024-04-19T14:00,28.6,0,0,32,15.8,21.8,304,27.1,0
2024-04-19T15:00,28,0,0,34,13,18,290,26.2,1
2024-04-19T16:00,27.3,0,0,37,10.9,15.5,295,26.1,0
2024-04-19T17:00,26.3,0,0,39,9.8,15.3,326,25.3,0
2024-04-19T18:00,24.3,0,0,58,3.7,8.4,340,25.6,0
2024-04-19T19:00,23.6,0,0,58,4.1,7.8,22,24.6,0
2024-04-19T20:00,22.7,0,0,54,3.1,5.1,94,23.2,0
2024-04-19T21:00,21.1,0,0,60,5.6,5.9,133,21.3,0
2024-04-19T22:00,19.5,0,0,67,6.6,5.2,168,19.5,0
2024-04-19T23:00,18.4,0,0,70,5.9,3,194,18.5,0
2024-04-20T00:00,18,0,0,69,4.8,2.1,239,18,0
2024-04-20T01:00,18,0,0,66,4.4,1.9,248,17.8,0
2024-04-20T02:00,17.6,0,0,66,5.2,3.1,201,17.2,0
2024-04-20T03:00,17.2,0,0,68,4.5,1.9,112,16.9,0
2024-04-20T04:00,17.4,0,0,67,4.1,2.3,108,17.1,0
2024-04-20T05:00,17.7,0,0,66,4.8,2.3,141,17.3,0
2024-04-20T06:00,20.4,0,0,63,2.9,3.1,234,21,0
2024-04-20T07:00,24.2,0,0,50,1.8,3.1,306,25,0
2024-04-20T08:00,26.1,0,0,43,6.4,8.1,315,25.9,0
2024-04-20T09:00,27.5,0,0,38,10.4,14.1,310,27.3,0
2024-04-20T10:00,28.9,0,0,31,13,18.2,304,28.6,0
2024-04-20T11:00,30,0,0,26,14.6,19.9,305,29.5,0
2024-04-20T12:00,30.6,0,0,23,16.4,23,305,29.2,0
2024-04-20T13:00,30.4,0,0,22,18.8,26.8,303,28,1
2024-04-20T14:00,30.2,0,0,21,17.4,25.4,297,27.3,1
2024-04-20T15:00,29.8,0,0,20,16,23.5,288,26.3,1
2024-04-20T16:00,29.3,0,0,21,12.6,18.1,301,26.2,1
2024-04-20T17:00,28.1,0,0,21,8.7,14.9,302,25.4,0
2024-04-20T18:00,25.5,0,0,35,6.1,9.2,318,24.3,0
2024-04-20T19:00,24.1,0,0,36,2.3,4.6,342,23.2,0
2024-04-20T20:00,23.4,0,0,34,3.4,4.7,86,22,1
2024-04-20T21:00,21.6,0,0,37,5.4,5.1,141,19.8,2
2024-04-20T22:00,19.5,0,0,37,7.7,7.5,197,17.1,3
2024-04-20T23:00,18.6,0,0,34,8.4,9.6,214,15.7,1
2024-04-21T00:00,18.5,0,0,31,6.5,9,217,15.6,3
2024-04-21T01:00,18.8,0,0,29,5.4,6.9,219,15.9,3
2024-04-21T02:00,19.1,0,0,28,4.7,6.3,193,16.3,1
2024-04-21T03:00,18.8,0,0,29,3.3,3.6,174,16.2,1
2024-04-21T04:00,18.4,0,0,29,3.4,4.6,108,15.8,0
2024-04-21T05:00,17.8,0,0,31,5.2,6.9,129,15,0
2024-04-21T06:00,21.5,0,0,27,4.8,5.8,210,18.9,0
2024-04-21T07:00,24.7,0,0,26,3.7,3.3,186,22.8,0
2024-04-21T08:00,27.3,0,0,13,0.5,0.5,45,24.7,1
2024-04-21T09:00,28.9,0,0,12,2.2,2.6,344,27,3
2024-04-21T10:00,30.3,0,0,11,5.2,6.6,331,28.8,3
2024-04-21T11:00,31.3,0,0,11,8.7,11.2,315,29.8,3
2024-04-21T12:00,31.6,0,0,13,13.9,18.4,301,29.5,3
2024-04-21T13:00,31,0,0,13,13.5,18.7,293,28.7,1
2024-04-21T14:00,30.8,0,0,12,11.4,15.6,293,28.1,2
2024-04-21T15:00,30,0,0,12,11.1,15.3,294,26.2,0
2024-04-21T16:00,29,0,0,14,12.2,17.6,298,24.9,2
2024-04-21T17:00,27.7,0,0,19,9.7,15.5,292,24.5,2
2024-04-21T18:00,25.3,0,0,24,4.7,13.1,286,23,3
2024-04-21T19:00,24.3,0,0,29,4.7,13.4,294,22.4,2
2024-04-21T20:00,23.7,0,0,35,5,8.6,292,22.2,3
2024-04-21T21:00,21.9,0,0,41,1.8,3.4,302,21.2,0
2024-04-21T22:00,21.7,0,0,37,2.2,2,225,20.4,3
2024-04-21T23:00,21.3,0,0,38,2.5,2.2,189,20,3
2024-04-22T00:00,20.9,0,0,39,2.2,0.7,180,19.7,3
2024-04-22T01:00,20.8,0,0,39,3.3,3.9,202,19.4,3
2024-04-22T02:00,20.2,0,0,41,3.2,4,207,18.8,3
2024-04-22T03:00,19.7,0,0,41,3.7,3.4,198,18.2,3
2024-04-22T04:00,19.3,0,0,41,4.4,4.7,184,17.6,2
2024-04-22T05:00,18.4,0,0,43,2.9,2.9,270,16.8,3
2024-04-22T06:00,20.9,0,0,40,3.8,2.7,113,19.5,0
2024-04-22T07:00,24.3,0,0,35,3.1,3.4,108,23.3,2
2024-04-22T08:00,27,0,0,26,2.3,2.4,297,25.5,0
2024-04-22T09:00,28.6,0,0,23,6.9,8.7,315,27.3,0
2024-04-22T10:00,30.1,0,0,21,9.2,12,314,29.3,3
2024-04-22T11:00,31,0,0,19,12.5,16.5,316,29.9,3
2024-04-22T12:00,31.6,0,0,17,13.5,18.4,312,30.1,3
2024-04-22T13:00,31.5,0,0,14,13.9,19.6,284,29.1,3
2024-04-22T14:00,30.8,0,0,12,14.4,20.2,267,27.3,0
2024-04-22T15:00,29.6,0,0,17,14.5,20.7,263,26,3
2024-04-22T16:00,28.5,0,0,19,12.3,18.4,272,25,3
2024-04-22T17:00,27.1,0,0,21,8.3,13.4,297,24.3,3
2024-04-22T18:00,25.6,0,0,27,3.7,6.7,324,23.8,3
2024-04-22T19:00,23.7,0,0,33,1.4,1.4,270,22.6,0
2024-04-22T20:00,22.3,0,0,36,1.1,3.3,283,21.2,2
2024-04-22T21:00,21.9,0,0,36,3.3,2.5,188,20.4,0
2024-04-22T22:00,20.5,0,0,39,4.7,5.5,191,18.8,0
2024-04-22T23:00,19.4,0,0,41,5.4,6.8,212,17.5,0
2024-04-23T00:00,19.3,0,0,39,4.3,6.4,223,17.4,0
2024-04-23T01:00,19.3,0,0,37,4.3,6.4,227,17.3,0
2024-04-23T02:00,19.4,0,0,37,4,8.2,232,17.4,0
2024-04-23T03:00,19.2,0,0,38,4,6.6,229,17.3,0
2024-04-23T04:00,18.8,0,0,39,3,4.6,198,17,0
2024-04-23T05:00,17.9,0,0,43,1.5,1.6,333,16.5,0
2024-04-23T06:00,21.1,0,0,37,4,6,237,19.5,0
2024-04-23T07:00,24.2,0,0,31,2.2,4,265,22.9,0
2024-04-23T08:00,25.9,0,0,29,6.9,8.9,302,24,0
2024-04-23T09:00,27.3,0,0,26,10.3,13.6,302,25.6,0
2024-04-23T10:00,28.9,0,0,18,13.6,18.8,296,26.7,0
2024-04-23T11:00,29.8,0,0,17,14.3,19.1,306,27.9,0
2024-04-23T12:00,30.1,0,0,18,15.2,21.1,303,28.3,0
2024-04-23T13:00,30.1,0,0,18,14.3,20.1,294,28.1,0
2024-04-23T14:00,29.4,0,0,19,13.5,18.8,287,26.9,0
2024-04-23T15:00,28.8,0,0,20,13,18.3,285,25.7,1
2024-04-23T16:00,27.3,0,0,24,12,17.7,287,24.3,0
2024-04-23T17:00,25.8,0,0,27,7.7,12.2,304,23.5,0
2024-04-23T18:00,23.7,0,0,33,1.8,4,355,22.5,0
2024-04-23T19:00,22.6,0,0,35,4,3.6,174,21.1,0
2024-04-23T20:00,21.1,0,0,39,7.3,8,170,19.1,0
2024-04-23T21:00,19.6,0,0,42,7,7.8,158,17.7,0
2024-04-23T22:00,18.3,0,0,45,7,7.6,175,16.3,0
2024-04-23T23:00,17.8,0,0,45,5.1,4.8,207,16,0
2024-04-24T00:00,17.9,0,0,44,3.6,2.8,220,16.3,0
2024-04-24T01:00,18.3,0,0,42,2.5,0.4,180,16.8,0
2024-04-24T02:00,18.6,0,0,41,2.6,2.5,98,16.9,0
2024-04-24T03:00,18.5,0,0,40,2.5,2.3,162,16.8,0
2024-04-24T04:00,18.1,0,0,41,1.8,1.1,162,16.6,0
2024-04-24T05:00,18,0,0,42,2.2,1.8,90,16.4,0
2024-04-24T06:00,20.4,0,0,40,4.3,6.8,238,18.8,0
2024-04-24T07:00,23.7,0,0,32,0,1.8,259,22.7,0
2024-04-24T08:00,25.7,0,0,28,2.8,3.3,311,24.2,0
2024-04-24T09:00,27,0,0,25,4.6,5.9,313,25.9,0
2024-04-24T10:00,28.4,0,0,20,7.4,9.2,312,27.5,0
2024-04-24T11:00,29.4,0,0,18,10.2,12.7,313,28.2,0
2024-04-24T12:00,29.8,0,0,17,11.8,15.9,298,28.4,0
2024-04-24T13:00,29.6,0,0,18,13.7,18.8,290,27.8,0
2024-04-24T14:00,29.4,0,0,18,14.8,20.7,290,26.6,0
2024-04-24T15:00,28.3,0,0,21,14.5,20.7,290,25,0
2024-04-24T16:00,27.1,0,0,24,12.4,18,286,24,0
2024-04-24T17:00,26.1,0,0,26,7.9,12.2,313,23.7,0
2024-04-24T18:00,24.5,0,0,27,5.1,10.2,309,22.4,0
2024-04-24T19:00,24.4,0,0,25,3.7,9.4,328,22.2,0
2024-04-24T20:00,21.4,0,0,37,3.2,3.3,84,20,0
2024-04-24T21:00,20.8,0,0,34,4.7,5.8,158,18.8,0
2024-04-24T22:00,18.9,0,0,39,5.8,6.6,209,16.8,0
2024-04-24T23:00,18.2,0,0,39,4.7,5.4,222,16.1,0
2024-04-25T00:00,18,0,0,37,4.3,5.2,214,15.8,0
2024-04-25T01:00,18,0,0,37,4,3.6,217,15.7,0
2024-04-25T02:00,18,0,0,36,3.3,2.3,198,15.9,0
2024-04-25T03:00,18.1,0,0,36,3.3,1.9,202,15.9,0
2024-04-25T04:00,17.9,0,0,36,3.3,1.8,127,15.8,0
2024-04-25T05:00,17.7,0,0,37,4,3.6,143,15.4,0
2024-04-25T06:00,19.2,0,0,40,5.4,4.5,166,17.2,0
2024-04-25T07:00,23.7,0,0,34,3.4,4.3,138,22.4,0
2024-04-25T08:00,26.3,0,0,25,0.4,0.5,135,25,0
2024-04-25T09:00,28,0,0,22,3.6,4.1,322,27,0
2024-04-25T10:00,29.6,0,0,19,6.6,7.9,317,28.9,0
2024-04-25T11:00,30.7,0,0,15,10.7,14,316,29.4,0
2024-04-25T12:00,31.1,0,0,13,14.2,18.7,320,29,0
2024-04-25T13:00,31.2,0,0,11,15.3,20.5,326,28.4,0
2024-04-25T14:00,31.1,0,0,11,14.5,19.5,326,27.7,0
2024-04-25T15:00,30.5,0,0,13,12.9,17.7,327,26.6,0
2024-04-25T16:00,29.3,0,0,16,12.2,17.2,323,25.5,0
2024-04-25T17:00,27.4,0,0,21,7.4,12.5,327,24.7,0
2024-04-25T18:00,24.3,0,0,36,4.3,9.6,257,23.3,0
2024-04-25T19:00,23.2,0,0,34,2.2,4.7,247,21.9,0
2024-04-25T20:00,22.2,0,0,36,2.9,5.4,262,20.9,0
2024-04-25T21:00,21.5,0,0,37,1.4,2.4,297,20.3,0
2024-04-25T22:00,21.2,0,0,35,4.4,3.3,139,19.3,0
2024-04-25T23:00,20,0,0,36,5.5,5.5,157,17.9,0
2024-04-26T00:00,18.9,0,0,36,5.2,5.2,155,16.6,0
2024-04-26T01:00,18,0,0,36,5.5,5.2,146,15.6,0
2024-04-26T02:00,17.7,0,0,36,5.2,5.2,115,15.2,0
2024-04-26T03:00,17.6,0,0,35,5.9,6.8,115,15,0
2024-04-26T04:00,17.1,0,0,36,5.7,7.1,114,14.4,0
2024-04-26T05:00,16.5,0,0,38,6.8,7.1,120,13.7,0
2024-04-26T06:00,19.4,0,0,42,6.5,5.7,125,17.5,0
2024-04-26T07:00,24.5,0,0,35,4.9,6.9,129,23.2,0
2024-04-26T08:00,27.4,0,0,25,3.4,4.5,76,25.8,0
2024-04-26T09:00,29.1,0,0,21,3.2,3.7,29,28.2,0
2024-04-26T10:00,30.6,0,0,17,5.6,7.1,330,30,0
2024-04-26T11:00,31.6,0,0,15,10.2,13.6,310,30.6,0
2024-04-26T12:00,31.9,0,0,14,11.8,16.1,299,30.5,0
2024-04-26T13:00,31.9,0,0,14,11.8,16.1,297,30.3,0
2024-04-26T14:00,31.7,0,0,15,11.8,15.9,288,29.4,0
2024-04-26T15:00,30.9,0,0,16,12.4,17.3,291,27.6,0
2024-04-26T16:00,29.4,0,0,19,11.6,16.4,299,26.1,0
2024-04-26T17:00,27.9,0,0,22,7.7,12.9,306,25.4,0
2024-04-26T18:00,25.1,0,0,41,4.6,7.7,298,24.8,0
2024-04-26T19:00,24.2,0,0,31,2.5,4,260,22.8,0
2024-04-26T20:00,22.5,0,0,34,4,2.1,211,20.8,0
2024-04-26T21:00,21.3,0,0,36,4,1.5,225,19.6,3
2024-04-26T22:00,20.4,0,0,38,5.2,3.8,139,18.6,2
2024-04-26T23:00,19,0,0,41,7.1,6.5,124,16.9,3
2024-04-27T00:00,18.5,0,0,42,8.1,8.2,131,16.2,3
2024-04-27T01:00,18.6,0,0,42,8.1,8.4,133,16.2,3
2024-04-27T02:00,18.2,0,0,41,8.1,8.4,137,15.7,3
2024-04-27T03:00,18.3,0,0,39,8,8.6,147,15.7,3
2024-04-27T04:00,17.9,0,0,38,7.3,7.7,152,15.3,3
2024-04-27T05:00,17.3,0,0,39,7.1,6.4,153,14.6,3
2024-04-27T06:00,19.7,0,0,41,5.9,4,185,17.9,3
2024-04-27T07:00,25.2,0,0,33,2.6,2.7,157,24.2,3
2024-04-27T08:00,27.4,0,0,22,3.3,4.1,308,25.5,3
